Filename,Genome_length,GC,Contigs,CDS,mRNA,Gene,Chromosome,ExclFromRefSeq,Hypothetical Proteins,Average len CDS
GCA_002813935.1,4673894,52.1773065456769,1,4713.0,4713.0,4836.0,0.0,No,833,864.4449395289624
GCA_000240905.3,4678025,52.21382955413877,3,4465.0,4465.0,4587.0,3.0,No,864,917.3876819708846
GCA_000625155.2,4685848,51.74130701636075,1,4316.0,4316.0,4439.0,1.0,No,875,932.312094531974
GCA_016638525.1,4964094,52.213999170845675,2,4608.0,4605.0,4728.0,2.0,No,223,931.5768229166666
GCA_013138375.1,5084176,51.82865424013645,4,0.0,0.0,0.0,4.0,from large multi-isolate project,0,0.0
GCA_012050745.1,4797988,52.15967609756423,2,4437.0,4435.0,4555.0,2.0,No,284,927.6139283299526
GCA_015475615.1,4999571,52.196538463000124,3,4579.0,4576.0,4700.0,3.0,No,222,927.2454684428915
GCA_903989485.1,4916754,52.12361651609985,1,0.0,0.0,0.0,1.0,No,0,0.0
GCA_009017315.1,5141910,52.16507095612331,6,4900.0,4898.0,5016.0,6.0,No,434,912.9457142857143
GCA_006517035.1,5012093,51.809333944920816,2,4684.0,4670.0,4788.0,2.0,No,507,921.16951323655
GCA_000973685.2,4790388,52.261090333392616,1,4641.0,4640.0,4763.0,1.0,No,658,905.3290239172592
GCA_002760955.1,4816868,52.113510272650196,2,4635.0,4635.0,4757.0,2.0,No,1015,898.7288025889968
GCA_018338515.1,4676509,51.431163716353375,1,4090.0,4086.0,4202.0,1.0,from large multi-isolate project,243,961.9860635696822
GCA_018339055.1,4649854,52.14664804529347,1,4275.0,4270.0,4389.0,1.0,from large multi-isolate project,229,939.4147368421053
GCA_014840915.2,5024881,51.94381717696399,1,4582.0,4579.0,4702.0,1.0,No,268,949.6876909646443
GCA_011301315.1,4597011,52.28345113814172,1,3955.0,3953.0,4068.0,1.0,many frameshifted proteins,238,913.5365360303414
GCA_000623255.2,4685846,51.7243631139393,1,4316.0,4316.0,4438.0,1.0,No,876,931.3911028730306
GCA_016775645.1,4793578,52.10546276706043,2,4411.0,4408.0,4521.0,2.0,from large multi-isolate project,231,937.8789390160961
GCA_003718075.1,4906662,52.04307938879833,2,4347.0,4347.0,4448.0,2.0,No,981,920.11939268461
GCA_002507875.2,4753965,52.21266879331253,1,4376.0,4375.0,4495.0,1.0,No,225,940.2849634369287
GCA_001362095.2,4835677,52.05775737295936,1,0.0,0.0,0.0,1.0,RefSeq annotation failed,0,0.0
GCA_900185485.1,4812943,52.04252367002892,2,0.0,0.0,0.0,2.0,No,0,0.0
GCA_000430145.3,5089224,52.14912921891432,4,4801.0,4801.0,4906.0,4.0,No,861,918.0828993959592
GCA_006165105.1,4763928,52.11443162029317,1,4573.0,4564.0,4682.0,1.0,No,665,914.0721626940739
GCA_018338295.1,4747850,52.27102793896184,1,4352.0,4351.0,4472.0,1.0,from large multi-isolate project,223,943.0431985294117
GCA_003177235.1,4900176,52.19618642269176,1,4757.0,4754.0,4874.0,1.0,No,619,905.8967836871979
GCA_002210025.1,5279746,51.88865146164228,3,5063.0,5062.0,5343.0,9.0,contaminated,35,908.5774427256706
GCA_001623745.2,4927145,52.16207357404745,1,4765.0,4765.0,4886.0,1.0,No,929,898.5359916054565
GCA_000494385.3,4798531,52.08098061677626,1,4461.0,4452.0,4570.0,1.0,No,357,935.8473436449227
GCA_018338775.1,4545124,52.19549565644414,2,4173.0,4169.0,4284.0,2.0,from large multi-isolate project,190,945.8547807332855
GCA_001441225.1,4992458,52.04536522891129,6,4712.0,4712.0,4819.0,6.0,No,1011,921.3019949066214
GCA_000626255.1,4680996,52.174750843623876,1,4332.0,4332.0,4436.0,1.0,No,716,2012.7145165012694
GCA_018339435.1,4762670,52.24573611020709,1,4350.0,4347.0,4471.0,1.0,from large multi-isolate project,232,940.0144827586207
GCA_001890445.1,4746969,52.182540058719574,1,4359.0,4359.0,4481.0,1.0,No,837,943.5017205781143
GCA_006384995.1,5125257,52.03339071582167,3,5021.0,5019.0,5140.0,3.0,contaminated,678,890.8723361880103
GCA_018141905.1,4976841,53.05041893040183,3,1778.0,1778.0,1834.0,3.0,many frameshifted proteins,1888,3063.6709713644022
GCA_011466455.1,4850675,52.23281295902117,2,4525.0,4522.0,4635.0,2.0,No,391,930.0594475138122
GCA_006912375.2,4717999,52.23104116808842,1,4224.0,4223.0,4343.0,1.0,from large multi-isolate project,224,960.2677556818181
GCA_003429465.1,4791341,52.04115090117777,1,4851.0,4851.0,4951.0,1.0,No,954,843.0803957946815
GCA_009664655.1,4731476,52.26673452427953,1,4347.0,4344.0,4467.0,1.0,No,282,947.7653554175293
GCA_003717775.1,4795465,52.096282633696624,1,4231.0,4231.0,4331.0,1.0,No,894,923.3006381470102
GCA_000968775.2,4685841,51.7247170785351,1,4319.0,4319.0,4441.0,1.0,No,877,931.6693679092383
GCA_900478435.1,4725066,52.12703907204683,1,4735.0,4735.0,4846.0,1.0,RefSeq annotation failed,3,859.9550158394932
GCA_004847505.1,4808476,52.21063804831302,2,4468.0,4467.0,4583.0,2.0,No,349,933.5758728737691
GCA_001302625.1,4798993,52.02864434267772,1,4352.0,4352.0,4460.0,1.0,many frameshifted proteins,778,883.7166819852941
GCA_011301495.1,4633005,52.26879746514411,1,3976.0,3974.0,4089.0,1.0,many frameshifted proteins,251,919.6174547283703
GCA_003872475.2,4584738,52.20479338186828,1,4176.0,4174.0,4293.0,1.0,from large multi-isolate project,185,951.1199712643678
GCA_015708295.1,4847913,52.144603255050164,1,4427.0,4425.0,4549.0,1.0,No,223,951.1032301784504
GCA_003324775.1,4598348,51.454174412201944,1,4202.0,4196.0,4312.0,1.0,No,584,928.7736792003808
GCA_013358425.1,4669238,52.25882681499637,1,4302.0,4298.0,4411.0,1.0,No,243,938.1366806136681
GCA_005885835.1,4897615,52.05548006529709,2,0.0,0.0,0.0,2.0,No,0,0.0
GCA_004768645.1,4703497,52.2173183059328,6,4374.0,4371.0,4493.0,6.0,No,388,931.4327846364883
GCA_003589845.1,5078753,52.08556116038721,3,4879.0,4877.0,4999.0,3.0,No,667,886.1225660996106
GCA_005899025.2,4793314,52.185940666520075,1,4396.0,4395.0,4513.0,1.0,from large multi-isolate project,244,942.1376251137398
GCA_004136055.1,5021650,52.17816853026396,2,4942.0,4941.0,5064.0,2.0,No,787,894.006475111291
GCA_002761455.1,4693862,52.34685212304921,1,4483.0,4483.0,4609.0,1.0,No,874,918.4849431184475
GCA_000625895.2,4685847,51.73815961127199,1,4319.0,4319.0,4441.0,1.0,No,859,931.8319055336883
GCA_017094605.1,4862477,52.166786598682116,1,4466.0,4463.0,4591.0,1.0,No,208,929.1518137035379
GCA_012053145.1,4899773,52.0143280107058,5,4514.0,4504.0,4622.0,5.0,No,346,927.2108994240142
GCA_001447115.1,4995362,52.31568803221869,3,4667.0,4667.0,4769.0,3.0,No,1037,920.9790014998929
GCA_009756555.1,5130533,51.95826632437605,3,4906.0,4903.0,5025.0,3.0,No,566,907.2986139421117
GCA_009650395.1,5267724,52.045095756725296,4,4943.0,4941.0,5062.0,4.0,No,569,909.0129476026705
GCA_000624555.2,4685845,51.724352811499315,1,4318.0,4318.0,4440.0,1.0,No,876,931.2934228809634
GCA_016454765.1,5144041,51.71136855246682,3,4741.0,4739.0,4855.0,3.0,No,426,929.7732545876397
GCA_003994615.1,4643828,52.124691095363566,1,4072.0,4067.0,4170.0,1.0,many frameshifted proteins,424,905.8413555992141
GCA_011466275.1,4836041,52.10462442315936,4,4528.0,4526.0,4641.0,4.0,No,433,924.1601148409894
GCA_001617585.1,5052184,52.10795964675871,2,4687.0,4687.0,4792.0,2.0,contaminated,336,929.4851717516535
GCA_900086565.1,4756780,52.21126476313809,1,4376.0,4376.0,4485.0,1.0,No,0,940.5331352833638
GCA_003999215.1,4966497,52.17085603796801,2,4751.0,4751.0,4858.0,2.0,No,595,909.5091559671648
GCA_006948385.2,5102196,52.020404547375286,2,4751.0,4750.0,4870.0,2.0,from large multi-isolate project,376,920.0972426857504
GCA_001118185.2,4781466,52.05938931700027,1,0.0,0.0,0.0,1.0,RefSeq annotation failed,0,0.0
GCA_006517155.1,4752859,52.17745782065069,1,4319.0,4317.0,4434.0,1.0,No,357,916.3727714748784
GCA_902825515.1,4916304,52.061914804292,91,4728.0,4728.0,4988.0,91.0,missing ribosomal protein genes,0,906.1719543147208
GCA_002761495.1,4655223,52.281985202427464,1,4475.0,4475.0,4597.0,1.0,No,863,914.8574301675977
GCA_007972245.1,4748708,52.12308274166363,1,4407.0,4405.0,4524.0,1.0,from large multi-isolate project,342,933.4812797821647
GCA_000623335.1,4678687,52.17205168886057,1,4332.0,4332.0,4434.0,1.0,No,717,931.047783933518
GCA_015697825.1,5263346,51.824675786087404,5,4923.0,4920.0,5043.0,5.0,No,367,922.7038391224863
GCA_018340135.1,4772851,52.244329437478775,2,4392.0,4390.0,4509.0,2.0,from large multi-isolate project,217,941.3381147540983
GCA_001705055.1,4797690,52.173254211922824,2,4568.0,4568.0,4686.0,2.0,No,702,909.7620402802102
GCA_003641305.1,4985867,52.118839110630105,1,4905.0,4901.0,5020.0,1.0,No,673,889.034250764526
GCA_000624595.2,4685848,51.723807515736745,1,4317.0,4317.0,4439.0,1.0,No,877,931.4885337039611
GCA_006696945.2,4761338,52.21765394517256,1,0.0,0.0,0.0,1.0,from large multi-isolate project,0,0.0
GCA_002220345.1,4686254,52.167530825260435,1,4548.0,4548.0,4655.0,1.0,No,968,900.2005277044855
GCA_003581245.2,4893756,52.1901173658842,1,4557.0,4549.0,4668.0,1.0,No,246,929.1211323238973
GCA_008759235.2,5049609,52.152889461342454,2,4642.0,4638.0,4757.0,2.0,from large multi-isolate project,313,931.2483843171048
GCA_004564195.1,4760321,52.17902322133318,1,4587.0,4587.0,4708.0,1.0,No,878,908.3145846958797
GCA_001535315.2,4943967,52.14363283573697,2,4577.0,4577.0,4697.0,2.0,No,1024,929.461437622897
GCA_002900325.1,4742945,52.24441776153845,1,4373.0,4373.0,4479.0,1.0,No,499,946.8408415275554
GCA_001448705.2,4940239,52.122215139793845,1,4718.0,4715.0,4836.0,1.0,No,783,901.7933446375583
GCA_018339855.1,4717552,52.279593314498705,1,4422.0,4419.0,4546.0,1.0,from large multi-isolate project,293,919.8900949796472
GCA_001832255.2,5173570,51.434154751941115,1,4705.0,4699.0,4814.0,1.0,No,479,933.4894792773645
GCA_003589825.1,5067523,52.125604560650245,3,4889.0,4887.0,5007.0,3.0,No,669,886.4643076293721
GCA_000624015.2,4685841,51.7248451238529,1,4319.0,4319.0,4441.0,1.0,No,877,931.4727946283862
GCA_000748245.2,4727570,52.25052193833196,1,4400.0,4399.0,4516.0,1.0,No,328,935.9756818181818
GCA_001278275.1,4538916,52.23286793586839,1,3722.0,3722.0,3834.0,1.0,many frameshifted proteins,890,890.0274046211714
GCA_000283735.1,5069994,52.249568737162214,3,4871.0,4871.0,4977.0,3.0,contaminated,840,910.2042701703962
GCA_000335875.2,4745329,52.16392793840006,2,4434.0,4434.0,4546.0,2.0,No,644,919.702300405954
GCA_006228345.1,4923922,51.98167233355849,2,4620.0,4617.0,4732.0,2.0,No,527,922.0785714285714
GCA_016454685.1,4873684,52.191750634632854,3,4545.0,4543.0,4656.0,3.0,No,306,929.9199119911991
GCA_014432665.2,4769974,52.245903227145476,2,4396.0,4391.0,4508.0,2.0,from large multi-isolate project,223,936.4727024567788
GCA_003717035.1,5001453,51.856030637496744,2,4429.0,4429.0,4527.0,2.0,No,1030,919.9376834499888
GCA_009650055.1,4744949,52.248000979567955,1,4348.0,4345.0,4466.0,1.0,No,330,945.1067157313707
GCA_006165265.1,4841410,52.11541678973688,1,4668.0,4659.0,4777.0,1.0,No,706,909.1516709511568
GCA_000750415.2,4679126,52.17237150698656,1,4364.0,4364.0,4471.0,1.0,No,607,927.9763978001833
GCA_003073495.1,5114779,51.73842310684391,2,4898.0,4890.0,5010.0,2.0,No,752,904.4211923233973
GCA_001652385.2,4930422,52.11237496506384,2,4600.0,4597.0,4719.0,2.0,No,251,928.714347826087
GCA_003856755.1,4828397,52.112036354922765,1,4606.0,4606.0,4713.0,1.0,No,425,912.6914893617021
GCA_001969425.1,5262033,51.909214556427145,2,4902.0,4902.0,5027.0,2.0,contaminated,1119,923.0667074663403
GCA_002953175.1,5151049,52.07653819639456,2,4792.0,4786.0,4906.0,2.0,No,875,872.508347245409
GCA_907163185.1,5301194,51.87486064460195,3,0.0,0.0,0.0,3.0,RefSeq annotation failed,0,0.0
GCA_005870975.2,4849707,52.2088860213617,2,0.0,0.0,0.0,2.0,from large multi-isolate project,0,0.0
GCA_001692555.1,4788923,52.10513929749967,2,4471.0,4471.0,4594.0,2.0,No,829,931.5578170431671
GCA_004762845.1,4617517,52.33988310167564,1,4321.0,4317.0,4439.0,1.0,partial,353,932.2117565378385
GCA_900635085.1,4926237,52.146780595411876,1,5815.0,5815.0,5925.0,1.0,RefSeq annotation failed,1,710.5726569217541
GCA_002761395.1,4547966,52.327502008590216,1,4336.0,4336.0,4459.0,1.0,No,819,918.3671586715867
GCA_000715155.2,4857390,52.21341090585685,2,4805.0,4805.0,4913.0,2.0,No,720,881.6081165452654
GCA_000623075.2,4685848,51.72822507260159,1,4319.0,4319.0,4441.0,1.0,No,878,931.4443158138458
GCA_001185215.1,4678365,52.1717736858924,1,4299.0,4299.0,4409.0,1.0,No,622,927.4277739009071
GCA_004194635.5,4856714,52.076774543446454,2,4550.0,4546.0,4667.0,2.0,No,442,930.2487912087912
GCA_000750435.1,4678377,52.171981864650924,1,4361.0,4361.0,4470.0,1.0,No,608,927.7252923641366
GCA_000272755.4,4875940,52.239383585524024,2,4367.0,4367.0,4481.0,2.0,No,703,936.5944584382871
GCA_016454185.1,4794742,52.15667495769324,1,4398.0,4395.0,4516.0,1.0,No,261,940.206002728513
GCA_001973785.2,4774176,52.09453945560448,3,4404.0,4402.0,4524.0,3.0,No,227,930.7568119891008
GCA_000626415.2,4685736,51.65201368579024,1,4253.0,4253.0,4375.0,1.0,No,865,917.5565483188337
